airline,year,month,aircraft_count,passenger_count,load_factor_pct,month_name
Jet Airways,2017,6,13102,1449797.0,80.986,June
Jet Airways,2017,7,13595,1503844.0,80.195,July
Jet Airways,2017,8,13602,1522338.0,80.726,August
Jet Airways,2017,9,13307,1459934.0,80.16,September
Jet Airways,2017,10,14047,1571142.0,80.529,October
Jet Airways,2017,11,13122,1578170.0,87.324,November
Jet Airways,2017,12,13375,1617784.0,88.514,December
Jet Airways,2018,1,13163,1629327.0,88.761,January
Jet Airways,2018,2,12456,1562820.0,90.456,February
Jet Airways,2018,3,14330,1732912.0,86.206,March
Jet Airways,2018,4,14001,1683573.0,85.629,April
Jet Airways,2018,5,14328,1618129.0,80.366,May
Jet Airways,2018,6,13543,1502783.0,79.463,June
Jet Airways,2018,7,12697,1565793.0,83.875,July
Jet Airways,2018,8,13005,1552418.0,81.985,August
Jet Airways,2018,9,12706,1604196.0,84.903,September
Jet Airways,2018,10,13078,1562304.0,81.609,October
Jet Airways,2018,11,12086,1477384.0,82.116,November
Jet Airways,2018,12,11741,1537426.0,87.03,December
Jet Airways,2019,1,11388,1481560.0,86.151,January
Jet Airways,2019,2,8312,1129751.0,89.393,February
Jet Airways,2019,3,4442,529832.0,86.672,March
Jet Airways,2019,4,1086,86256.0,76.318,April
JetLite,2015,1,2152,277588.0,87.367,January
JetLite,2015,2,2057,272590.0,89.673,February
JetLite,2015,3,2279,294766.0,87.763,March
JetLite,2015,4,1972,229057.0,81.883,April
JetLite,2015,5,2012,225116.0,79.392,May
JetLite,2015,6,1724,186556.0,78.099,June
JetLite,2015,7,1800,201874.0,80.06,July
JetLite,2015,8,1830,204803.0,78.744,August
JetLite,2015,9,1700,184198.0,74.936,September
JetLite,2015,10,1641,171551.0,75.86,October
JetLite,2015,11,1789,200683.0,79.159,November
JetLite,2015,12,1807,217169.0,83.0,December
JetLite,2016,1,1751,206231.0,82.467,January
JetLite,2016,2,1746,206391.0,80.895,February
JetLite,2016,3,1885,206092.0,76.988,March
JetLite,2016,4,2124,240818.0,78.3,April
JetLite,2016,5,2172,254309.0,80.856,May
JetLite,2016,6,2086,226769.0,75.166,June
JetLite,2016,7,2033,238924.0,80.88,July
JetLite,2016,8,2021,234241.0,78.934,August
JetLite,2016,9,1734,198098.0,77.468,September
JetLite,2016,10,1989,209117.0,71.101,October
JetLite,2016,11,1942,217905.0,74.649,November
JetLite,2016,12,1970,246132.0,85.659,December
JetLite,2017,1,1907,239705.0,85.448,January
JetLite,2017,2,1706,214665.0,84.892,February
JetLite,2017,3,1975,230359.0,79.161,March
JetLite,2017,4,1811,222476.0,83.313,April
JetLite,2017,5,2018,246048.0,84.294,May
JetLite,2017,6,1800,217672.0,82.836,June
JetLite,2017,7,1926,224811.0,80.693,July
JetLite,2017,8,1949,236394.0,82.768,August
JetLite,2017,9,1835,221236.0,83.331,September
JetLite,2017,10,1794,213497.0,82.133,October
JetLite,2017,11,1845,240703.0,89.55,November
JetLite,2017,12,1955,255811.0,89.068,December
JetLite,2018,1,1981,262951.0,89.655,January
JetLite,2018,2,1721,231564.0,90.332,February
JetLite,2018,3,1455,184334.0,87.138,March
JetLite,2018,4,1321,173248.0,84.373,April
JetLite,2018,5,1459,182103.0,80.211,May
JetLite,2018,6,1558,194304.0,79.647,June
JetLite,2018,7,1342,171138.0,80.452,July
JetLite,2018,8,1295,163476.0,79.22,August
JetLite,2018,9,1397,182290.0,82.992,September
JetLite,2018,10,1506,188698.0,80.198,October
JetLite,2018,11,1341,174535.0,80.876,November
JetLite,2018,12,1579,214385.0,85.688,December
JetLite,2019,1,1599,215128.0,84.152,January
JetLite,2019,2,1156,158576.0,87.917,February
JetLite,2019,3,967,134037.0,87.517,March
JetLite,2019,4,127,17053.0,79.091,April
Pawan Hans,2019,5,82,237.0,21.93,May
Pawan Hans,2019,6,84,282.0,27.014,June
Pawan Hans,2019,7,40,98.0,19.232,July
Pawan Hans,2019,8,76,156.0,14.426,August
Pawan Hans,2019,9,70,175.0,17.874,September
Pawan Hans,2019,10,102,322.0,22.973,October
Pawan Hans,2019,11,98,329.0,25.049,November
Pawan Hans,2019,12,78,290.0,27.882,December
Pawan Hans,2020,1,74,278.0,26.765,January
Pawan Hans,2020,2,94,324.0,25.89,February
Pawan Hans,2020,3,60,183.0,23.32,March
Pawan Hans,2020,6,28,11.0,4.226,June
Pawan Hans,2020,7,34,18.0,4.827,July
Pawan Hans,2020,8,36,11.0,3.683,August
Pawan Hans,2020,9,44,45.0,9.92,September
Pawan Hans,2020,10,70,172.0,21.912,October
Pawan Hans,2020,11,70,163.0,19.796,November
Pawan Hans,2020,12,80,218.0,23.258,December
Pawan Hans,2021,1,54,182.0,28.281,January
Pawan Hans,2021,2,84,260.0,27.628,February
Pawan Hans,2021,3,80,251.0,26.56,March
Pawan Hans,2021,4,60,116.0,17.385,April
Pawan Hans,2021,6,60,121.0,18.385,June
Pawan Hans,2021,7,68,171.0,21.955,July
Pawan Hans,2021,8,42,102.0,2.15,August
Pawan Hans,2021,9,78,198.0,23.486,September
Pawan Hans,2021,10,98,320.0,29.093,October
Pawan Hans,2021,11,98,428.0,35.435,November
Pawan Hans,2021,12,28,74.0,22.941,December
SpiceJet,2015,1,5667,587198.0,80.033,January
SpiceJet,2015,2,4860,552726.0,85.573,February
SpiceJet,2015,3,5551,608801.0,83.376,March
SpiceJet,2015,4,6013,706732.0,88.725,April
SpiceJet,2015,5,6836,837236.0,93.093,May
SpiceJet,2015,6,6575,800048.0,93.24,June
SpiceJet,2015,7,6940,831436.0,93.352,July
SpiceJet,2015,8,6960,829670.0,92.123,August
SpiceJet,2015,9,6767,818950.0,93.015,September
SpiceJet,2015,10,7414,899332.0,92.083,October
SpiceJet,2015,11,7885,977293.0,90.724,November
SpiceJet,2015,12,7653,976517.0,92.13,December
SpiceJet,2016,1,8014,1010933.0,92.114,January
SpiceJet,2016,2,7642,976302.0,92.31,February
SpiceJet,2016,3,8008,1006417.0,91.114,March
SpiceJet,2016,4,8002,1021299.0,93.199,April
SpiceJet,2016,5,8659,1096114.0,93.521,May
SpiceJet,2016,6,8072,1010110.0,93.039,June
SpiceJet,2016,7,8148,993785.0,92.027,July
SpiceJet,2016,8,8283,1053603.0,93.234,August
SpiceJet,2016,9,8048,1029704.0,93.476,September
SpiceJet,2016,10,8768,1118352.0,91.871,October
SpiceJet,2016,11,8917,1148498.0,92.533,November
SpiceJet,2016,12,9284,1210229.0,93.728,December
SpiceJet,2017,1,9490,1229436.0,93.605,January
SpiceJet,2017,2,8677,1131788.0,93.647,February
SpiceJet,2017,3,9421,1193225.0,91.412,March
SpiceJet,2017,4,9058,1176610.0,93.374,April
SpiceJet,2017,5,9748,1278606.0,94.284,May
SpiceJet,2017,6,9761,1273391.0,94.543,June
SpiceJet,2017,7,10463,1358206.0,94.415,July
SpiceJet,2017,8,10494,1359166.0,94.454,August
SpiceJet,2017,9,10238,1319755.0,94.159,September
SpiceJet,2017,10,10627,1364334.0,93.673,October
SpiceJet,2017,11,10152,1320213.0,95.487,November
SpiceJet,2017,12,10947,1427146.0,95.599,December
SpiceJet,2018,1,11145,1447537.0,95.047,January
SpiceJet,2018,2,10230,1331645.0,96.277,February
SpiceJet,2018,3,11517,1474206.0,95.023,March
SpiceJet,2018,4,11026,1426801.0,95.512,April
SpiceJet,2018,5,11488,1459005.0,94.798,May
SpiceJet,2018,6,11015,1370265.0,93.307,June
SpiceJet,2018,7,11401,1427257.0,93.76,July
SpiceJet,2018,8,11328,1404424.0,93.588,August
SpiceJet,2018,9,10975,1362564.0,93.171,September
SpiceJet,2018,10,11518,1382010.0,90.799,October
SpiceJet,2018,11,11794,1454822.0,91.053,November
SpiceJet,2018,12,12473,1563700.0,92.73,December
SpiceJet,2019,1,13271,1665660.0,90.855,January
SpiceJet,2019,2,12059,1557868.0,94.041,February
SpiceJet,2019,3,12968,1581456.0,93.035,March
SpiceJet,2019,4,11983,1440598.0,93.738,April
SpiceJet,2019,5,14773,1802705.0,93.865,May
SpiceJet,2019,6,15208,1875606.0,93.697,June
SpiceJet,2019,7,15005,1847629.0,92.405,July
SpiceJet,2019,8,14603,1833644.0,92.437,August
SpiceJet,2019,9,13543,1700367.0,93.03,September
SpiceJet,2019,10,16098,2004583.0,90.026,October
SpiceJet,2019,11,16148,2080133.0,92.782,November
SpiceJet,2019,12,16639,2144156.0,92.747,December
SpiceJet,2020,1,16693,2124455.0,91.494,January
SpiceJet,2020,2,14907,1890633.0,93.025,February
SpiceJet,2020,3,10999,1245208.0,83.678,March
SpiceJet,2020,5,618,48156.0,57.171,May
SpiceJet,2020,6,3457,334104.0,68.016,June
SpiceJet,2020,7,3548,331197.0,70.04,July
SpiceJet,2020,8,3937,390885.0,76.05,August
SpiceJet,2020,9,5410,529758.0,73.0,September
SpiceJet,2020,10,6837,704498.0,73.999,October
SpiceJet,2020,11,7813,839523.0,77.748,November
SpiceJet,2020,12,8719,951550.0,78.005,December
SpiceJet,2021,1,9166,991883.0,76.551,January
SpiceJet,2021,2,8752,962081.0,78.887,February
SpiceJet,2021,3,9520,1002950.0,76.539,March
SpiceJet,2021,4,7043,705499.0,70.779,April
SpiceJet,2021,5,2111,198792.0,64.043,May
SpiceJet,2021,6,2913,280798.0,70.984,June
SpiceJet,2021,7,4737,456239.0,74.567,July
SpiceJet,2021,8,5835,583539.0,79.593,August
SpiceJet,2021,9,6292,601529.0,78.841,September
SpiceJet,2021,10,7837,810239.0,82.179,October
SpiceJet,2021,11,9010,1078210.0,86.679,November
SpiceJet,2021,12,9609,1150688.0,85.959,December
SpiceJet,2022,1,7007,679827.0,73.403,January
SpiceJet,2022,2,6903,820397.0,89.061,February
SpiceJet,2022,3,8722,1020817.0,86.869,March
SpiceJet,2022,4,8709,1000901.0,85.872,April
SpiceJet,2022,5,9675,1152182.0,89.091,May
SpiceJet,2022,6,8922,1001649.0,84.05,June
SpiceJet,2022,7,6605,775824.0,84.694,July
SpiceJet,2022,8,6850,798347.0,84.585,August
SpiceJet,2022,9,6233,753485.0,85.765,September
SpiceJet,2022,10,6549,828531.0,88.101,October
SpiceJet,2022,11,6337,875668.0,91.958,November
SpiceJet,2022,12,6838,963522.0,92.714,December
SpiceJet,2023,1,6542,913814.0,90.993,January
SpiceJet,2023,2,5744,858261.0,94.138,February
SpiceJet,2023,3,5801,827166.0,92.341,March
SpiceJet,2023,4,5118,741386.0,92.232,April
SpiceJet,2023,5,4971,719797.0,94.778,May
SpiceJet,2023,6,4087,555248.0,93.588,June
SpiceJet,2023,7,3980,504227.0,88.856,July
SpiceJet,2023,8,3999,541051.0,90.864,August
SpiceJet,2023,9,4036,544605.0,91.371,September
SpiceJet,2023,10,4603,627964.0,90.121,October
SpiceJet,2023,11,5439,784533.0,90.786,November
SpiceJet,2023,12,5234,771972.0,93.484,December
SpiceJet,2024,1,4997,740084.0,93.659,January
SpiceJet,2024,2,4480,658810.0,94.467,February
SpiceJet,2024,3,4802,702476.0,92.743,March
SpiceJet,2024,4,4397,617484.0,90.85,April
SpiceJet,2024,5,4004,554464.0,94.123,May
SpiceJet,2024,6,3637,499538.0,91.495,June
SpiceJet,2024,7,3115,405360.0,90.282,July
SpiceJet,2024,8,2729,302378.0,81.008,August
SpiceJet,2024,9,2281,261053.0,80.353,September
SpiceJet,2024,10,3079,334601.0,81.038,October
SpiceJet,2024,11,3579,442543.0,87.872,November
SpiceJet,2024,12,3752,489394.0,87.441,December
SpiceJet,2025,1,3607,465732.0,87.13,January
SpiceJet,2025,2,3407,453930.0,91.22,February
SpiceJet,2025,3,3804,479518.0,84.81,March
SpiceJet,2025,4,3026,379010.0,85.98,April
SpiceJet,2025,5,2861,339663.0,84.04,May
SpiceJet,2025,6,2370,260902.0,85.24,June
SpiceJet,2025,7,2298,246242.0,84.2,July
SpiceJet,2025,8,2330,261610.0,87.03,August
SpiceJet,2025,9,2267,244777.0,84.64,September
SpiceJet,2025,10,2991,361639.0,82.25,October
SpiceJet,2025,11,3956,566943.0,87.7,November
SpiceJet,2025,12,4092,614339.0,87.45,December
SpiceJet,2026,1,4028,591582.0,85.89,January
SpiceJet,2026,2,3691,554895.0,88.96,February
SpiceJet,2026,3,3828,540882.0,82.84,March
SpiceJet,2026,4,3422,473750.0,80.74,April
Star Air,2019,1,24,637.0,54.254,January
Star Air,2019,2,100,2603.0,52.506,February
Star Air,2019,3,154,4145.0,54.785,March
Star Air,2019,4,148,3956.0,53.552,April
Star Air,2019,5,184,5612.0,62.154,May
Star Air,2019,6,202,5473.0,55.819,June
Star Air,2019,7,194,4875.0,50.903,July
Star Air,2019,8,168,4232.0,53.063,August
Star Air,2019,9,183,4653.0,51.026,September
Star Air,2019,10,209,6232.0,59.506,October
Star Air,2019,11,235,8562.0,75.426,November
Star Air,2019,12,263,10705.0,82.218,December
Star Air,2020,1,278,10921.0,79.736,January
Star Air,2020,2,278,11622.0,80.657,February
Star Air,2020,3,253,8033.0,68.521,March
Star Air,2020,5,22,403.0,37.482,May
Star Air,2020,6,217,5952.0,56.32,June
Star Air,2020,7,216,5651.0,54.959,July
Star Air,2020,8,230,7339.0,65.63,August
Star Air,2020,9,240,8463.0,73.788,September
Star Air,2020,10,246,8804.0,73.818,October
Star Air,2020,11,294,10653.0,75.596,November
Star Air,2020,12,341,12824.0,76.367,December
Star Air,2021,1,436,15518.0,73.208,January
Star Air,2021,2,455,17886.0,80.607,February
Star Air,2021,3,532,18746.0,74.175,March
Star Air,2021,4,453,12578.0,61.229,April
Star Air,2021,5,332,6847.0,44.443,May
Star Air,2021,6,379,12492.0,69.454,June
Star Air,2021,7,470,16469.0,74.863,July
Star Air,2021,8,517,18187.0,75.249,August
Star Air,2021,9,529,18158.0,73.251,September
Star Air,2021,10,513,19525.0,79.988,October
Star Air,2021,11,525,20541.0,81.555,November
Star Air,2021,12,537,21315.0,82.261,December
Star Air,2022,1,479,14884.0,68.059,January
Star Air,2022,2,473,17500.0,77.58,February
Star Air,2022,3,539,21137.0,80.286,March
Star Air,2022,4,519,20599.0,81.943,April
Star Air,2022,5,527,21355.0,83.411,May
Star Air,2022,6,534,21087.0,81.836,June
Star Air,2022,7,529,19610.0,77.842,July
Star Air,2022,8,510,19438.0,79.288,August
Star Air,2022,9,463,17649.0,79.175,September
Star Air,2022,10,459,17439.0,79.438,October
Star Air,2022,11,496,19802.0,81.384,November
Star Air,2022,12,500,20171.0,82.832,December
Star Air,2023,1,421,16278.0,79.214,January
Star Air,2023,2,390,14948.0,78.484,February
Star Air,2023,3,502,18252.0,74.115,March
Star Air,2023,4,504,18907.0,75.218,April
Star Air,2023,5,587,25597.0,81.221,May
Star Air,2023,6,639,24554.0,72.096,June
Star Air,2023,7,718,28405.0,70.837,July
Star Air,2023,8,743,31538.0,76.956,August
Star Air,2023,9,667,25965.0,73.005,September
Star Air,2023,10,818,35635.0,75.695,October
Star Air,2023,11,887,41018.0,78.594,November
Star Air,2023,12,969,48813.0,83.103,December
Star Air,2024,1,1009,46974.0,76.476,January
Star Air,2024,2,988,47163.0,76.736,February
Star Air,2024,3,1066,43270.0,65.577,March
Star Air,2024,4,1171,52819.0,74.441,April
Star Air,2024,5,1252,57676.0,75.32,May
Star Air,2024,6,1323,58670.0,71.49,June
Star Air,2024,7,1228,52432.0,69.259,July
Star Air,2024,8,1119,51412.0,73.568,August
Star Air,2024,9,1108,47677.0,66.276,September
Star Air,2024,10,1237,56524.0,71.813,October
Star Air,2024,11,1159,56913.0,73.448,November
Star Air,2024,12,1108,59861.0,78.33,December
Star Air,2025,1,1165,62994.0,79.64,January
Star Air,2025,2,1071,59935.0,83.08,February
Star Air,2025,3,1179,60714.0,73.76,March
Star Air,2025,4,1157,61565.0,79.7,April
Star Air,2025,5,1377,75428.0,75.08,May
Star Air,2025,6,1303,62766.0,69.82,June
Star Air,2025,7,1305,63745.0,69.87,July
Star Air,2025,8,1248,62011.0,72.45,August
Star Air,2025,9,1380,64920.0,65.24,September
Star Air,2025,10,1414,76855.0,74.48,October
Star Air,2025,11,1658,85896.0,72.87,November
Star Air,2025,12,1698,103743.0,79.91,December
Star Air,2026,1,1618,97198.0,77.72,January
Star Air,2026,2,1250,77261.0,79.06,February
Star Air,2026,3,1477,78549.0,69.67,March
Star Air,2026,4,1444,77772.0,72.26,April
TruJet,2015,7,144,8345.0,80.738,July
TruJet,2015,8,300,17932.0,83.736,August
TruJet,2015,9,340,19321.0,78.953,September
TruJet,2015,10,421,22565.0,75.8,October
TruJet,2015,11,454,25789.0,79.658,November
TruJet,2015,12,470,27938.0,82.729,December
TruJet,2016,1,486,29163.0,83.11,January
TruJet,2016,2,450,25585.0,78.859,February
TruJet,2016,3,496,27950.0,77.893,March
TruJet,2016,4,588,32830.0,78.057,April
TruJet,2016,5,719,40842.0,80.696,May
TruJet,2016,6,598,34524.0,80.975,June
TruJet,2016,7,523,29327.0,79.38,July
TruJet,2016,8,559,30534.0,77.679,August
TruJet,2016,9,619,32677.0,75.589,September
TruJet,2016,10,728,39022.0,75.768,October
TruJet,2016,11,709,40965.0,81.239,November
TruJet,2016,12,550,31059.0,79.072,December
TruJet,2017,1,621,33031.0,74.759,January
TruJet,2017,2,701,38779.0,77.014,February
TruJet,2017,3,758,41219.0,75.952,March
TruJet,2017,4,903,47846.0,74.593,April
TruJet,2017,5,903,51103.0,80.281,May
TruJet,2017,6,781,41730.0,75.67,June
TruJet,2017,7,780,44254.0,80.684,July
TruJet,2017,8,786,46586.0,83.196,August
TruJet,2017,9,775,40860.0,74.354,September
TruJet,2017,10,813,37466.0,65.737,October
TruJet,2017,11,594,28708.0,68.539,November
TruJet,2017,12,560,29421.0,75.672,December
TruJet,2018,1,617,32892.0,76.975,January
TruJet,2018,2,568,30606.0,76.949,February
TruJet,2018,3,846,42651.0,71.979,March
TruJet,2018,4,950,52947.0,79.727,April
TruJet,2018,5,980,56818.0,82.688,May
TruJet,2018,6,938,52173.0,78.994,June
TruJet,2018,7,980,51402.0,74.762,July
TruJet,2018,8,948,50627.0,75.723,August
TruJet,2018,9,938,50203.0,76.073,September
TruJet,2018,10,984,56337.0,81.706,October
TruJet,2018,11,955,52696.0,78.811,November
TruJet,2018,12,1009,57038.0,80.333,December
TruJet,2019,1,1064,58143.0,78.03,January
TruJet,2019,2,966,51164.0,75.903,February
TruJet,2019,3,1073,53946.0,73.238,March
TruJet,2019,4,1146,57496.0,72.6,April
TruJet,2019,5,1216,64218.0,76.214,May
TruJet,2019,6,1178,63765.0,78.007,June
TruJet,2019,7,1308,67970.0,75.021,July
TruJet,2019,8,1141,61277.0,77.8,August
TruJet,2019,9,1186,55773.0,68.497,September
TruJet,2019,10,1246,63810.0,73.507,October
TruJet,2019,11,1493,81116.0,77.249,November
TruJet,2019,12,1568,87087.0,77.732,December
TruJet,2020,1,1558,86826.0,79.152,January
TruJet,2020,2,1554,90489.0,83.381,February
TruJet,2020,3,1134,56626.0,70.85,March
TruJet,2020,5,92,1548.0,22.7,May
TruJet,2020,6,781,15125.0,27.506,June
TruJet,2020,7,420,10093.0,33.489,July
TruJet,2020,8,214,7394.0,48.535,August
TruJet,2020,9,414,10075.0,35.641,September
TruJet,2020,10,902,28865.0,45.171,October
TruJet,2020,11,682,28044.0,58.825,November
TruJet,2020,12,994,41649.0,60.861,December
TruJet,2021,1,1002,44886.0,64.955,January
TruJet,2021,2,917,47505.0,75.85,February
TruJet,2021,3,1020,42678.0,59.881,March
TruJet,2021,4,864,23962.0,40.378,April
TruJet,2021,5,661,11813.0,25.721,May
TruJet,2021,6,312,10762.0,49.149,June
TruJet,2021,7,421,13361.0,44.426,July
TruJet,2021,8,728,26823.0,51.665,August
TruJet,2021,9,401,14557.0,52.009,September
TruJet,2021,10,431,18674.0,61.87,October
TruJet,2021,11,209,10596.0,72.473,November
TruJet,2021,12,207,9530.0,66.958,December
TruJet,2022,1,188,5415.0,42.595,January
TruJet,2022,2,64,2056.0,50.984,February
Vistara,2015,1,216,14999.0,45.417,January
Vistara,2015,2,386,33317.0,58.578,February
Vistara,2015,3,702,52603.0,53.63,March
Vistara,2015,4,814,79415.0,67.307,April
Vistara,2015,5,907,93037.0,71.12,May
Vistara,2015,6,982,84313.0,59.266,June
Vistara,2015,7,1063,94871.0,60.315,July
Vistara,2015,8,1079,99070.0,62.903,August
Vistara,2015,9,1068,97578.0,62.385,September
Vistara,2015,10,1250,122815.0,67.027,October
Vistara,2015,11,1268,136357.0,72.169,November
Vistara,2015,12,1374,158348.0,77.59,December
Vistara,2016,1,1347,150066.0,74.821,January
Vistara,2016,2,1341,148657.0,73.875,February
Vistara,2016,3,1427,158084.0,74.709,March
Vistara,2016,4,1548,182880.0,77.862,April
Vistara,2016,5,1797,221225.0,80.108,May
Vistara,2016,6,1890,226938.0,78.979,June
Vistara,2016,7,1969,225103.0,75.22,July
Vistara,2016,8,1892,205157.0,69.194,August
Vistara,2016,9,1765,203216.0,72.714,September
Vistara,2016,10,2123,232371.0,69.222,October
Vistara,2016,11,2181,260447.0,74.356,November
Vistara,2016,12,2260,304154.0,84.275,December
Vistara,2017,1,2268,303208.0,85.059,January
Vistara,2017,2,2024,270016.0,85.011,February
Vistara,2017,3,2265,291871.0,82.202,March
Vistara,2017,4,2270,296589.0,83.609,April
Vistara,2017,5,2446,334435.0,86.831,May
Vistara,2017,6,2554,343729.0,86.381,June
Vistara,2017,7,2627,348947.0,84.631,July
Vistara,2017,8,2737,358627.0,83.402,August
Vistara,2017,9,2735,361728.0,84.064,September
Vistara,2017,10,2910,369694.0,80.258,October
Vistara,2017,11,2719,372467.0,86.872,November
Vistara,2017,12,2986,412711.0,87.651,December
Vistara,2018,1,2978,409713.0,86.993,January
Vistara,2018,2,2680,384225.0,91.22,February
Vistara,2018,3,3181,442122.0,88.215,March
Vistara,2018,4,3309,462622.0,88.762,April
Vistara,2018,5,3491,471499.0,85.714,May
Vistara,2018,6,3385,452177.0,84.831,June
Vistara,2018,7,3405,451473.0,84.107,July
Vistara,2018,8,3321,422985.0,81.539,August
Vistara,2018,9,3264,436063.0,84.872,September
Vistara,2018,10,3470,434761.0,79.718,October
Vistara,2018,11,3342,415432.0,78.464,November
Vistara,2018,12,3582,478133.0,83.077,December
Vistara,2019,1,3454,470340.0,84.179,January
Vistara,2019,2,3137,452362.0,89.115,February
Vistara,2019,3,3485,490428.0,86.792,March
Vistara,2019,4,3755,516629.0,84.559,April
Vistara,2019,5,4143,578615.0,85.646,May
Vistara,2019,6,4820,647799.0,83.292,June
Vistara,2019,7,5293,714504.0,82.426,July
Vistara,2019,8,5135,684209.0,81.837,August
Vistara,2019,9,5055,664391.0,80.325,September
Vistara,2019,10,5182,668715.0,77.912,October
Vistara,2019,11,5496,760313.0,84.093,November
Vistara,2019,12,5914,791892.0,81.108,December
Vistara,2020,1,6052,830945.0,83.515,January
Vistara,2020,2,5766,833783.0,87.992,February
Vistara,2020,3,4182,457191.0,66.425,March
Vistara,2020,5,256,18416.0,44.085,May
Vistara,2020,6,1179,111914.0,56.597,June
Vistara,2020,8,1282,141648.0,68.345,August
Vistara,2020,9,2374,258441.0,66.669,September
Vistara,2020,10,3093,339454.0,65.195,October
Vistara,2020,11,3324,397302.0,70.766,November
Vistara,2020,12,4132,461382.0,66.779,December
Vistara,2021,1,4359,514479.0,70.035,January
Vistara,2021,2,4344,540244.0,73.722,February
Vistara,2021,3,4678,499846.0,64.534,March
Vistara,2021,4,3491,310936.0,54.582,April
Vistara,2021,5,1464,97031.0,40.882,May
Vistara,2021,6,2220,224532.0,60.002,June
Vistara,2021,7,3458,406943.0,69.235,July
Vistara,2021,8,4656,558021.0,71.308,August
Vistara,2021,9,5069,611819.0,72.364,September
Vistara,2021,10,5576,696351.0,75.311,October
Vistara,2021,11,6135,793152.0,76.999,November
Vistara,2021,12,6581,861086.0,78.084,December
Vistara,2022,1,4665,478514.0,61.633,January
Vistara,2022,2,5115,748507.0,87.117,February
Vistara,2022,3,6641,956179.0,86.082,March
Vistara,2022,4,6492,904428.0,82.906,April
Vistara,2022,5,6917,982676.0,84.802,May
Vistara,2022,6,7191,991500.0,83.823,June
Vistara,2022,7,7287,1013331.0,84.315,July
Vistara,2022,8,6987,981028.0,84.432,August
Vistara,2022,9,6982,996471.0,85.377,September
Vistara,2022,10,7282,1048868.0,85.532,October
Vistara,2022,11,7056,1087214.0,91.706,November
Vistara,2022,12,7579,1170412.0,91.868,December
Vistara,2023,1,7374,1105388.0,89.44,January
Vistara,2023,2,6752,1052571.0,92.816,February
Vistara,2023,3,7467,1149276.0,91.561,March
Vistara,2023,4,7218,1122536.0,92.055,April
Vistara,2023,5,7564,1194522.0,93.232,May
Vistara,2023,6,6465,1011426.0,93.052,June
Vistara,2023,7,6888,1019501.0,86.966,July
Vistara,2023,8,7813,1216689.0,91.278,August
Vistara,2023,9,7814,1229406.0,91.97,September
Vistara,2023,10,8088,1230575.0,89.172,October
Vistara,2023,11,7903,1197231.0,89.36,November
Vistara,2023,12,8347,1317548.0,93.259,December
Vistara,2024,1,8227,1303105.0,94.233,January
Vistara,2024,2,7909,1255231.0,94.596,February
Vistara,2024,3,8265,1283738.0,92.383,March
Vistara,2024,4,7971,1217667.0,90.938,April
Vistara,2024,5,8092,1270944.0,93.381,May
Vistara,2024,6,8349,1276193.0,91.026,June
Vistara,2024,7,8550,1293519.0,89.981,July
Vistara,2024,8,9068,1353907.0,88.717,August
Vistara,2024,9,8582,1308202.0,90.914,September
Vistara,2024,10,8559,1243110.0,86.076,October
Vistara,2024,11,2786,415141.0,88.049,November
Zoom Air,2017,2,36,1141.0,58.706,February
Zoom Air,2017,3,100,2452.0,74.568,March
Zoom Air,2017,4,120,2669.0,79.679,April
Zoom Air,2017,5,116,2573.0,80.075,May
Zoom Air,2017,6,116,2399.0,73.647,June
Zoom Air,2017,7,45,813.0,63.069,July
Zoom Air,2017,9,52,1056.0,54.797,September
Zoom Air,2017,10,114,3098.0,69.461,October
Zoom Air,2017,11,120,3623.0,78.465,November
Zoom Air,2017,12,124,3798.0,78.859,December
Zoom Air,2018,1,101,2772.0,73.406,January
Zoom Air,2018,2,100,2911.0,77.176,February
Zoom Air,2018,3,60,1365.0,63.539,March
Zoom Air,2018,4,88,2254.0,68.624,April
Zoom Air,2018,5,169,4772.0,69.914,May
Zoom Air,2018,6,152,4258.0,24.865,June
